temperature_celsius,humidity_percent,pressure_hpa,wind_speed_kmh,precipitation_mm,solar_radiation_wm2,soil_moisture_percent,air_quality_index,noise_level_db,traffic_count
19.8,43.6,1099.0,59.1,34.0,0.0,100.0,0.0,-1908.5,41229.0
23.3,54.2,1058.0,34.5,19.5,0.0,70.9,1853.0,757.1,0.0
22.9,53.2,976.0,-7.2,0.0,1097.0,3.9,0.0,-886.0,18258.0
22.4,52.2,974.0,-8.2,0.0,1138.0,1.8,0.0,-437.1,9207.0
31.4,82.3,840.0,-82.8,0.0,4492.0,0.0,0.0,-19.4,0.0
21.5,50.5,1048.0,30.1,17.2,0.0,64.0,1059.0,438.6,0.0
25.6,60.8,1016.0,9.1,4.6,510.0,29.7,1694.0,697.9,0.0
22.1,48.9,1081.0,46.6,26.8,0.0,87.8,0.0,-19.0,3026.0
20.5,47.9,998.0,7.0,3.5,404.0,25.5,0.0,-417.6,9410.0
19.0,39.8,1152.0,86.4,51.0,0.0,100.0,890.0,365.8,0.0
23.9,57.5,1134.0,70.7,41.7,0.0,100.0,1840.0,756.2,0.0
24.8,64.8,997.0,3.4,0.0,883.0,16.4,3824.0,1551.5,0.0
29.8,75.2,857.0,-71.6,0.0,3990.0,0.0,0.0,-334.6,4873.0
20.8,50.8,1029.0,22.2,12.3,0.0,51.3,1364.0,556.7,0.0
32.4,83.2,1209.0,99.2,58.6,0.0,100.0,0.0,-861.5,22367.0
17.4,39.0,1033.0,28.3,15.7,0.0,58.4,3708.0,1489.2,0.0
20.8,49.4,1009.0,11.9,5.7,330.0,31.3,0.0,-761.1,16410.0
21.9,51.8,1072.0,42.2,24.2,0.0,81.0,5826.0,2342.6,0.0
22.3,48.9,1093.0,51.7,30.7,0.0,96.8,373.0,164.5,0.0
16.7,37.1,1097.0,60.4,35.3,0.0,100.0,0.0,-1443.7,31891.0
23.0,50.7,1040.0,25.6,14.4,0.0,52.5,866.0,361.9,0.0
19.4,47.0,985.0,0.9,0.4,595.0,16.5,1663.0,677.1,0.0
31.7,82.2,1198.0,96.2,56.3,0.0,100.0,2410.0,998.4,0.0
22.9,54.1,989.0,-0.5,0.0,792.0,15.7,2312.0,938.7,0.0
23.6,57.0,889.0,-52.7,0.0,2970.0,0.0,0.0,-459.5,7964.0
23.6,54.8,940.0,-25.8,0.0,1879.0,0.0,3631.0,1468.6,0.0
18.4,40.3,924.0,-27.8,0.0,1743.0,0.0,856.0,349.5,0.0
27.2,68.2,1025.0,13.9,6.5,414.0,34.9,0.0,-943.8,20399.0
20.9,47.4,1076.0,45.7,25.8,0.0,85.7,0.0,-159.6,5742.0
24.9,58.6,995.0,1.5,0.0,836.0,16.8,1454.0,599.2,0.0
27.8,67.5,952.0,-23.8,0.0,1980.0,0.0,2850.0,1168.5,0.0
19.8,44.4,932.0,-25.5,0.0,1706.0,0.0,1397.0,567.4,0.0
27.4,69.6,1231.0,114.4,68.8,0.0,100.0,0.0,-1104.1,27694.0
25.9,65.3,1070.0,37.4,21.5,0.0,73.8,1511.0,628.4,0.0
22.6,55.0,993.0,1.9,0.3,703.0,15.1,1883.0,769.1,0.0
18.6,37.1,916.0,-31.6,0.0,1918.0,0.0,0.0,-363.1,6593.0
32.1,80.1,920.0,-43.5,0.0,2895.0,0.0,2433.0,1008.4,0.0
15.6,33.6,814.0,-80.9,0.0,3685.0,0.0,2352.0,942.5,0.0
30.1,71.9,934.0,-33.1,0.0,2480.0,0.0,0.0,-17.5,127.0
24.0,55.8,1222.0,114.9,67.7,0.0,100.0,795.0,337.3,0.0
21.5,48.4,1117.0,66.3,38.8,0.0,100.0,987.0,408.4,0.0
27.7,66.1,1008.0,4.7,1.8,768.0,21.3,3293.0,1341.3,0.0
28.0,67.8,1057.0,27.8,16.0,0.0,61.2,561.0,248.8,0.0
23.4,59.2,1011.0,9.6,5.0,463.0,28.4,1236.0,513.1,0.0
30.4,75.6,1226.0,111.0,65.5,0.0,100.0,583.0,261.6,311.0
26.4,64.6,1020.0,12.3,5.6,491.0,32.7,3460.0,1405.9,0.0
33.3,80.2,1001.0,-1.5,0.0,1305.0,10.9,3567.0,1461.0,0.0
36.5,97.8,1009.0,-4.7,0.0,1541.0,7.4,1924.0,815.2,0.0
27.2,67.0,1141.0,70.6,41.3,0.0,100.0,6881.0,2778.0,0.0
28.3,72.0,999.0,-0.1,0.0,967.0,13.5,0.0,-327.7,7549.0
22.2,51.7,990.0,1.9,0.6,723.0,16.7,2492.0,1012.0,0.0
17.0,37.6,1035.0,27.9,16.0,0.0,61.7,4703.0,1886.5,0.0
23.3,55.3,950.0,-18.2,0.0,1560.0,0.0,1933.0,790.8,0.0
19.4,43.6,1115.0,66.1,38.9,0.0,100.0,0.0,-949.7,22344.0
16.8,37.3,865.0,-56.4,0.0,2890.0,0.0,0.0,-403.8,6382.0
24.6,59.9,1098.0,53.6,32.1,0.0,100.0,2425.0,988.4,0.0
28.3,70.2,918.0,-41.1,0.0,2684.0,0.0,909.0,387.3,0.0
23.6,53.1,1084.0,47.9,27.6,0.0,91.1,2599.0,1053.8,0.0
24.8,57.4,863.0,-63.7,0.0,3374.0,0.0,0.0,-1912.4,36569.0
20.1,44.2,1043.0,32.9,18.2,0.0,65.9,848.0,346.5,0.0
18.4,43.0,1035.0,26.7,15.3,0.0,56.0,0.0,-1807.7,37914.0
31.0,74.6,1050.0,24.2,12.8,184.0,51.1,335.0,164.6,0.0
23.4,56.6,1113.0,61.9,35.8,0.0,100.0,0.0,-1179.0,26834.0
22.4,52.8,929.0,-30.0,0.0,1970.0,0.0,1807.0,734.6,0.0
29.9,75.3,1207.0,102.3,60.3,0.0,100.0,0.0,-996.3,25080.0
27.2,65.3,942.0,-27.1,0.0,2096.0,0.0,966.0,410.8,0.0
29.7,72.6,921.0,-39.3,0.0,2661.0,0.0,0.0,-293.9,5338.0
19.4,41.6,1047.0,33.6,18.7,0.0,67.4,2081.0,839.7,0.0
15.6,30.6,976.0,0.3,0.0,553.0,14.9,4214.0,1690.5,0.0
23.9,56.8,871.0,-61.1,0.0,3304.0,0.0,0.0,-137.0,1123.0
17.5,38.3,1015.0,18.5,10.5,0.0,45.9,534.0,219.5,0.0
20.6,48.2,1102.0,58.9,34.3,0.0,100.0,1073.0,441.3,0.0
23.9,57.4,897.0,-46.9,0.0,2694.0,0.0,0.0,-271.4,4372.0
30.8,78.4,1072.0,34.7,19.1,0.0,67.5,0.0,-1355.1,29572.0
23.7,54.7,1064.0,36.2,21.3,0.0,73.2,1294.0,532.7,0.0
18.1,37.9,983.0,3.1,0.8,467.0,19.7,1682.0,678.3,0.0
14.2,26.7,1123.0,76.8,44.0,0.0,100.0,0.0,-910.8,21723.0
31.0,78.5,1027.0,13.0,6.8,620.0,35.1,0.0,-1405.2,29732.0
28.5,70.1,966.0,-17.8,0.0,1792.0,0.0,0.0,-281.3,5975.0
25.2,60.7,997.0,1.4,0.0,864.0,15.9,1852.0,762.3,0.0
23.5,56.3,1018.0,13.5,7.2,291.0,35.4,1432.0,589.3,0.0
22.4,55.2,921.0,-34.5,0.0,2190.0,0.0,0.0,5.4,0.0
29.0,71.5,880.0,-61.3,0.0,3514.0,0.0,0.0,-996.3,18512.0
27.4,67.1,1054.0,29.2,16.2,0.0,61.4,0.0,-1329.8,28700.0
30.9,75.7,899.0,-52.3,0.0,3190.0,0.0,310.0,154.5,0.0
19.3,44.8,1076.0,47.8,27.5,0.0,90.3,0.0,-50.0,3637.0
26.7,64.1,935.0,-29.7,0.0,2154.0,0.0,2812.0,1146.0,0.0
25.0,58.8,1021.0,14.6,7.6,307.0,36.6,0.0,-141.7,4302.0
30.1,72.9,1167.0,82.2,48.6,0.0,100.0,0.0,-144.5,7298.0
26.0,62.7,829.0,-84.0,0.0,4304.0,0.0,0.0,-1083.0,19284.0
23.1,53.6,973.0,-7.7,0.0,1138.0,0.6,0.0,-397.0,8393.0
24.3,58.5,1033.0,20.5,11.6,0.0,49.3,0.0,-1009.9,21887.0
25.9,65.2,868.0,-64.5,0.0,3581.0,0.0,0.0,-492.7,8210.0
28.6,73.3,971.0,-15.9,0.0,1697.0,0.0,3706.0,1507.6,0.0
25.7,63.3,1055.0,29.8,16.1,0.0,61.6,332.0,156.3,0.0
21.7,50.5,1104.0,58.1,33.8,0.0,100.0,5138.0,2067.4,0.0
27.8,69.6,835.0,-83.0,0.0,4343.0,0.0,4287.0,1738.7,0.0
25.8,64.9,968.0,-12.4,0.0,1435.0,0.0,0.0,-1936.8,39190.0
27.9,67.9,1167.0,84.8,49.6,0.0,100.0,3031.0,1239.4,0.0
17.0,37.1,1112.0,66.5,39.1,0.0,100.0,0.0,-192.4,7101.0
23.7,55.6,974.0,-8.7,0.0,1195.0,1.0,4089.0,1652.9,0.0
15.8,35.6,996.0,10.3,5.4,91.0,29.4,2192.0,878.7,0.0
20.7,49.6,1057.0,35.6,19.8,0.0,72.4,2004.0,813.8,0.0
24.2,54.9,1195.0,101.5,59.7,0.0,100.0,0.0,-219.3,9303.0
23.8,56.5,1124.0,67.1,40.0,0.0,100.0,0.0,-432.7,12210.0
25.2,59.2,1078.0,42.9,24.3,0.0,84.9,0.0,-206.1,6738.0
25.1,54.9,965.0,-14.4,0.0,1455.0,0.0,0.0,-229.1,4884.0
13.8,29.6,1112.0,68.6,40.5,0.0,100.0,1711.0,683.2,0.0
22.6,51.8,1028.0,19.4,10.4,3.0,46.2,0.0,-700.1,15573.0
25.9,63.7,1051.0,27.8,15.1,0.0,57.3,253.0,124.5,0.0
22.8,53.5,1014.0,11.3,6.1,329.0,34.1,0.0,-1360.5,28477.0
25.0,65.7,1132.0,69.7,40.5,0.0,100.0,0.0,-500.8,13736.0
28.1,72.6,1149.0,73.8,42.6,0.0,100.0,0.0,-72.6,5457.0
27.1,66.4,1110.0,56.6,32.2,0.0,100.0,0.0,-2144.6,46151.0
29.0,70.9,1105.0,51.7,30.4,0.0,98.6,3088.0,1262.0,0.0
22.8,59.4,947.0,-21.8,0.0,1745.0,0.0,1472.0,606.1,0.0
28.8,69.0,1090.0,46.2,26.1,0.0,87.4,599.0,266.6,0.0
35.3,91.2,1089.0,37.8,21.4,0.0,75.8,0.0,-18.2,3254.0
24.6,59.0,1032.0,18.2,10.7,107.0,44.2,3539.0,1438.3,0.0
28.4,73.7,1044.0,22.7,12.7,115.0,50.8,0.0,-903.8,20040.0
17.7,39.9,1106.0,64.0,36.9,0.0,100.0,3082.0,1237.7,0.0
34.5,88.0,1004.0,-4.6,0.0,1502.0,5.9,1990.0,838.5,0.0
27.4,64.2,1021.0,12.5,6.6,507.0,34.2,0.0,-2102.9,43571.0
23.6,55.3,1101.0,55.7,32.0,0.0,100.0,1754.0,718.0,0.0
34.2,84.7,820.0,-93.9,0.0,4996.0,0.0,1280.0,549.1,0.0
25.5,60.1,1050.0,28.5,16.0,0.0,58.0,1507.0,624.2,0.0
21.3,49.3,834.0,-75.2,0.0,3790.0,0.0,0.0,-1055.6,18841.0
24.8,58.5,978.0,-7.1,0.0,1143.0,3.8,3556.0,1441.6,0.0
28.7,72.1,1081.0,39.1,22.8,0.0,77.0,0.0,-3186.4,66406.0
28.4,70.4,1024.0,12.8,6.5,555.0,34.3,0.0,-269.8,6914.0
28.6,68.7,1172.0,85.8,51.0,0.0,100.0,0.0,23.6,4045.0
24.2,58.7,1130.0,69.1,40.3,0.0,100.0,1638.0,674.3,0.0
28.6,71.9,1051.0,24.3,14.2,28.0,53.8,0.0,-459.6,11220.0
27.8,69.9,1097.0,48.7,28.6,0.0,93.7,1066.0,453.1,0.0
18.3,40.1,1018.0,19.3,10.2,0.0,46.0,0.0,-135.5,4125.0
18.3,37.0,980.0,1.9,0.0,544.0,15.0,0.0,-1069.0,22037.0
26.6,64.0,965.0,-15.1,0.0,1549.0,0.0,0.0,-915.1,18607.0
30.6,79.6,1027.0,10.5,5.8,705.0,31.2,0.0,-245.6,6542.0
25.7,63.9,978.0,-9.1,0.0,1332.0,0.0,2753.0,1122.1,0.0
27.5,66.7,927.0,-34.7,0.0,2359.0,0.0,0.0,-649.7,12515.0
19.9,44.2,998.0,9.1,3.6,380.0,27.6,1748.0,711.1,0.0
18.0,39.7,967.0,-7.1,0.0,902.0,1.7,1055.0,426.7,0.0
23.3,56.9,1177.0,93.1,55.5,0.0,100.0,0.0,-1837.0,41349.0
28.0,69.6,1093.0,47.5,27.8,0.0,88.9,0.0,17.9,2589.0
26.4,61.7,1075.0,39.3,22.7,0.0,77.4,0.0,-687.3,16282.0
26.8,66.4,1065.0,32.2,18.6,0.0,67.2,164.0,88.5,492.0
30.9,79.8,1136.0,65.2,37.9,0.0,100.0,1576.0,665.1,0.0
29.4,73.8,1195.0,96.3,56.6,0.0,100.0,0.0,-2479.2,54471.0
28.1,66.7,1108.0,56.0,32.0,0.0,100.0,0.0,-1169.8,26613.0
23.0,55.0,974.0,-8.0,0.0,1126.0,2.3,0.0,-515.9,10814.0
26.3,65.3,1130.0,68.7,39.1,0.0,100.0,3129.0,1276.8,0.0
30.6,76.8,982.0,-10.9,0.0,1529.0,0.0,7730.0,3121.6,0.0
24.5,58.0,1168.0,88.3,51.5,0.0,100.0,1408.0,580.0,0.0
28.9,70.6,1013.0,4.9,2.5,815.0,20.7,0.0,-1936.9,40043.0
27.5,66.8,792.0,-100.7,0.0,5055.0,0.0,0.0,-459.2,6070.0
34.6,89.1,811.0,-100.4,0.0,5294.0,0.0,750.0,341.1,0.0
26.6,64.0,1175.0,89.1,52.7,0.0,100.0,361.0,166.4,1194.0
13.6,24.4,953.0,-7.1,0.0,731.0,1.2,0.0,-213.8,4376.0
28.5,68.9,1006.0,3.2,0.9,906.0,18.6,0.0,-95.6,3064.0
24.1,59.0,685.0,-153.8,0.0,7011.0,0.0,857.0,360.6,0.0
26.2,66.2,1089.0,47.8,27.2,0.0,91.4,337.0,156.5,0.0
24.2,60.1,1033.0,21.4,11.0,55.0,45.2,26.0,25.7,1177.0
32.5,84.2,1180.0,87.7,51.1,0.0,100.0,773.0,342.4,0.0
32.1,81.2,1048.0,21.6,11.9,339.0,48.9,2641.0,1092.0,0.0
28.9,72.9,1125.0,62.0,36.3,0.0,100.0,0.0,-418.6,11955.0
21.6,49.0,883.0,-52.9,0.0,2907.0,0.0,0.0,-1030.1,19235.0
16.1,35.5,955.0,-9.2,0.0,1012.0,0.0,3111.0,1246.6,0.0
22.3,52.8,1002.0,5.9,3.0,508.0,24.4,0.0,-1207.2,25283.0
29.0,74.5,1117.0,57.7,33.5,0.0,100.0,0.0,-295.3,9294.0
19.3,46.1,1142.0,79.8,46.9,0.0,100.0,0.0,-1052.0,24943.0
18.6,43.0,1022.0,20.5,11.3,0.0,48.4,0.0,-597.3,13421.0
17.5,36.6,1088.0,54.1,31.5,0.0,100.0,2081.0,833.7,0.0
18.6,43.5,1009.0,14.2,7.5,98.0,35.8,0.0,-991.3,20992.0
23.8,57.7,1066.0,36.4,21.7,0.0,73.6,3175.0,1288.1,0.0
22.2,50.2,1011.0,11.7,6.3,307.0,32.3,0.0,-1495.4,31193.0
23.4,55.1,1170.0,89.9,53.1,0.0,100.0,0.0,-202.5,8426.0
17.9,40.4,893.0,-43.7,0.0,2349.0,0.0,0.0,-1125.0,21356.0
24.9,57.2,1006.0,6.8,3.5,591.0,26.4,2648.0,1076.5,0.0
20.6,47.0,1006.0,11.4,5.6,256.0,33.2,3889.0,1565.0,0.0
26.4,61.7,943.0,-25.2,0.0,1908.0,0.0,0.0,-300.7,5902.0
16.6,39.4,1126.0,74.5,43.9,0.0,100.0,0.0,-388.5,11349.0
23.2,55.1,905.0,-42.7,0.0,2538.0,0.0,2372.0,965.3,0.0
30.0,74.0,1017.0,6.7,3.2,794.0,25.0,0.0,-1359.6,28578.0
22.4,52.3,979.0,-4.9,0.0,1067.0,6.3,479.0,207.3,0.0
35.6,93.4,1023.0,4.4,1.1,1217.0,19.1,0.0,-456.2,10653.0
30.6,76.2,1068.0,31.5,18.0,0.0,63.8,4627.0,1880.0,0.0
29.2,74.1,955.0,-23.5,0.0,2037.0,0.0,0.0,-569.6,11590.0
26.7,68.8,964.0,-18.2,0.0,1675.0,0.0,129.0,75.0,0.0
23.3,54.3,1011.0,9.4,4.7,505.0,29.0,447.0,195.9,0.0
25.7,61.7,850.0,-72.2,0.0,3839.0,0.0,0.0,-358.1,5209.0
27.7,71.3,1248.0,124.2,73.2,0.0,100.0,0.0,-502.6,16023.0
32.0,84.1,847.0,-80.7,0.0,4406.0,0.0,2612.0,1081.9,0.0
29.2,75.0,960.0,-23.1,0.0,1976.0,0.0,1861.0,772.2,0.0
21.4,46.7,1134.0,73.9,43.5,0.0,100.0,1208.0,493.1,0.0
24.8,55.8,881.0,-55.3,0.0,3057.0,0.0,0.0,-126.8,1263.0
22.1,52.6,1053.0,34.8,19.8,0.0,66.7,782.0,328.0,0.0
18.6,43.6,1020.0,19.1,9.9,0.0,43.6,0.0,-675.8,14938.0
31.8,79.1,1192.0,92.6,55.3,0.0,100.0,2771.0,1141.6,0.0
16.0,30.3,1068.0,46.9,27.5,0.0,90.0,0.0,-193.3,6334.0
29.5,77.3,1048.0,22.4,12.1,191.0,51.1,848.0,368.1,0.0
29.6,77.1,1011.0,2.7,1.8,981.0,19.0,822.0,359.5,0.0
27.7,67.1,945.0,-25.2,0.0,1991.0,0.0,0.0,-289.4,5800.0
21.6,50.0,993.0,3.9,1.2,670.0,20.5,0.0,-501.4,10963.0
27.1,66.4,975.0,-11.5,0.0,1409.0,0.0,0.0,-249.0,5508.0
34.4,85.1,1028.0,9.5,4.3,899.0,28.5,0.0,-520.6,11940.0
23.7,55.5,1033.0,22.5,12.0,0.0,48.1,1849.0,758.6,0.0
34.0,86.3,1022.0,6.1,2.0,983.0,22.6,1548.0,655.3,0.0
25.3,60.5,1043.0,24.9,13.5,0.0,52.8,0.0,-301.0,7915.0
31.4,78.0,929.0,-38.8,0.0,2664.0,0.0,0.0,-1691.2,33462.0
23.6,58.5,913.0,-39.3,0.0,2405.0,0.0,2068.0,845.4,0.0
26.7,61.3,1155.0,79.6,46.9,0.0,100.0,0.0,-721.2,18647.0
21.7,49.3,1080.0,46.2,27.0,0.0,88.9,232.0,105.6,478.0
28.3,67.9,907.0,-44.5,0.0,2807.0,0.0,2812.0,1153.4,0.0
21.3,50.3,966.0,-10.6,0.0,1232.0,0.0,0.0,-170.6,3782.0
27.5,73.1,1076.0,39.1,21.6,0.0,73.0,2071.0,855.9,0.0
22.2,54.7,1006.0,9.0,4.1,424.0,28.7,2354.0,957.3,0.0
23.9,56.4,872.0,-59.2,0.0,3250.0,0.0,0.0,-20.9,0.0
16.7,35.3,965.0,-5.5,0.0,729.0,4.9,1954.0,784.6,0.0
21.2,47.9,918.0,-32.6,0.0,2079.0,0.0,0.0,-121.4,1872.0
16.3,34.4,1142.0,83.6,48.4,0.0,100.0,661.0,267.5,0.0
21.5,46.2,975.0,-6.1,0.0,947.0,4.2,0.0,-551.9,11541.0
31.8,77.4,839.0,-82.8,0.0,4512.0,0.0,5168.0,2099.0,0.0
19.4,45.2,728.0,-127.8,0.0,5849.0,0.0,322.0,138.3,0.0
26.3,62.7,1181.0,93.1,55.4,0.0,100.0,0.0,-653.3,17661.0
20.6,50.7,933.0,-25.9,0.0,1806.0,0.0,0.0,-286.2,5425.0
25.9,63.5,864.0,-66.4,0.0,3555.0,0.0,2767.0,1129.8,0.0
26.6,68.3,1078.0,39.9,22.7,0.0,79.1,777.0,338.1,0.0
24.4,63.2,1092.0,49.8,28.7,0.0,93.8,0.0,-208.5,7034.0
18.5,40.8,1055.0,38.8,22.7,0.0,76.4,3181.0,1279.2,0.0
24.2,54.9,1021.0,15.9,8.8,181.0,40.3,0.0,-779.7,17083.0
32.6,82.1,1029.0,10.0,4.7,793.0,31.9,634.0,290.2,0.0
21.3,46.3,1085.0,49.3,28.5,0.0,93.0,2347.0,950.9,0.0
29.9,73.5,956.0,-23.1,0.0,2016.0,0.0,0.0,-654.4,13247.0
34.5,82.8,1019.0,4.3,2.0,1037.0,21.2,0.0,-589.2,13208.0
26.5,65.3,1068.0,35.5,21.1,0.0,73.6,2889.0,1177.9,0.0
28.1,69.4,977.0,-11.5,0.0,1505.0,0.0,2611.0,1070.0,0.0
28.3,66.2,1103.0,53.1,30.6,0.0,99.8,0.0,-478.2,12738.0
16.3,34.1,1078.0,51.8,30.5,0.0,95.5,0.0,-336.2,9315.0
24.6,58.1,1057.0,32.6,18.6,0.0,66.5,0.0,-909.2,20366.0
25.6,59.1,1030.0,17.7,10.3,146.0,42.4,0.0,-963.8,20968.0
32.0,75.7,1126.0,60.4,34.6,0.0,100.0,0.0,-583.2,15251.0
24.3,57.0,1111.0,59.2,35.2,0.0,100.0,2473.0,1007.4,0.0
26.9,65.8,1138.0,69.7,40.8,0.0,100.0,0.0,21.0,3375.0
28.6,73.1,1169.0,83.6,49.6,0.0,100.0,2369.0,976.6,0.0
16.3,36.6,946.0,-14.7,0.0,1206.0,0.0,0.0,-58.7,1127.0
27.7,69.2,956.0,-22.0,0.0,1878.0,0.0,0.0,-739.8,14992.0
21.6,48.2,1173.0,93.5,55.2,0.0,100.0,1600.0,655.9,0.0
26.5,62.0,1059.0,32.3,18.0,0.0,66.3,309.0,144.8,0.0
34.5,85.6,866.0,-72.5,0.0,4135.0,0.0,133.0,90.5,0.0
25.5,65.2,1057.0,31.5,17.2,0.0,63.4,2588.0,1055.6,0.0
22.6,51.9,1083.0,46.2,27.9,0.0,91.8,3651.0,1475.3,0.0
34.1,84.3,1057.0,22.9,13.3,288.0,51.6,1780.0,747.9,0.0
25.2,60.5,1004.0,4.7,2.0,738.0,22.7,0.0,-801.8,17117.0
13.6,27.5,1089.0,59.6,34.9,0.0,100.0,0.0,-554.6,13945.0
27.7,65.0,952.0,-21.1,0.0,1886.0,0.0,0.0,-825.3,16617.0
25.8,61.4,1048.0,28.4,15.9,0.0,59.1,0.0,-2411.3,50246.0
26.3,63.6,1051.0,28.6,16.0,0.0,58.3,310.0,148.0,0.0
24.7,61.5,875.0,-59.1,0.0,3285.0,0.0,2863.0,1166.3,0.0
31.8,80.7,799.0,-103.3,0.0,5324.0,0.0,6181.0,2505.5,0.0
28.9,73.2,1076.0,37.9,21.7,0.0,73.8,0.0,-639.6,15310.0
27.8,68.5,865.0,-66.5,0.0,3720.0,0.0,130.0,77.4,0.0
24.7,59.0,932.0,-30.1,0.0,2075.0,0.0,0.0,-446.4,8652.0
24.5,56.9,1098.0,53.4,31.1,0.0,99.4,0.0,-1773.8,38442.0
19.1,41.7,960.0,-7.4,0.0,955.0,0.1,2044.0,825.9,0.0
27.9,70.2,886.0,-56.4,0.0,3303.0,0.0,0.0,-2039.7,39528.0
19.4,45.7,1022.0,20.9,11.3,0.0,45.1,2966.0,1196.4,0.0
22.0,52.6,945.0,-21.1,0.0,1670.0,0.0,3173.0,1286.1,0.0
21.9,51.0,932.0,-28.3,0.0,1913.0,0.0,562.0,238.5,0.0
33.1,79.3,1031.0,11.8,6.2,751.0,32.4,1012.0,440.6,0.0
27.9,65.4,1166.0,84.0,48.9,0.0,100.0,0.0,-295.6,10222.0
27.6,66.1,1129.0,65.7,37.4,0.0,100.0,2041.0,841.0,0.0
14.4,25.8,1080.0,53.5,31.9,0.0,100.0,436.0,173.2,0.0
24.9,60.3,998.0,3.3,0.1,836.0,21.7,968.0,408.8,0.0
24.3,58.0,887.0,-53.2,0.0,3029.0,0.0,587.0,254.4,0.0
28.3,68.6,953.0,-22.8,0.0,1934.0,0.0,0.0,-150.9,3155.0
29.9,73.6,977.0,-13.4,0.0,1597.0,0.0,0.0,-87.4,2318.0
21.5,51.4,859.0,-63.4,0.0,3318.0,0.0,1409.0,578.0,0.0
29.9,73.8,1140.0,68.5,40.2,0.0,100.0,1641.0,682.7,0.0
25.7,60.7,763.0,-115.8,0.0,5573.0,0.0,2159.0,885.3,0.0
26.2,61.9,1084.0,44.5,25.6,0.0,86.0,44.0,39.0,1914.0
22.5,53.2,923.0,-33.6,0.0,2201.0,0.0,0.0,-573.9,10919.0
25.5,65.1,973.0,-12.2,0.0,1432.0,0.0,0.0,-234.6,5157.0
32.8,85.0,1045.0,16.9,9.4,496.0,41.6,0.0,-239.2,6699.0
22.7,52.3,1084.0,47.6,28.3,0.0,90.2,1236.0,511.4,0.0
28.5,70.5,1127.0,65.0,37.8,0.0,100.0,927.0,399.7,0.0
29.2,73.4,833.0,-84.1,0.0,4461.0,0.0,0.0,-286.3,3452.0
26.2,62.9,946.0,-25.5,0.0,1941.0,0.0,0.0,-2398.7,47953.0
28.0,70.8,1110.0,54.2,32.8,0.0,100.0,0.0,-247.8,8264.0
28.0,68.7,1136.0,68.3,40.4,0.0,100.0,1023.0,434.8,0.0
21.7,51.4,1054.0,33.4,19.1,0.0,67.0,0.0,-798.3,18093.0
18.8,43.0,1174.0,96.5,56.2,0.0,100.0,0.0,-951.5,23552.0
22.7,52.0,848.0,-69.4,0.0,3631.0,0.0,0.0,-1089.7,19813.0
25.4,58.0,972.0,-10.4,0.0,1308.0,0.0,0.0,-1607.5,32628.0
30.4,75.2,857.0,-73.6,0.0,4048.0,0.0,0.0,4.7,0.0
33.6,84.3,1119.0,55.2,31.6,0.0,100.0,0.0,-825.5,19907.0
20.8,44.0,1158.0,86.2,50.8,0.0,100.0,2651.0,1070.3,0.0
28.1,68.6,936.0,-30.8,0.0,2269.0,0.0,1003.0,425.0,0.0
24.6,61.8,795.0,-98.6,0.0,4849.0,0.0,2623.0,1070.2,0.0
23.4,55.3,1109.0,60.1,35.0,0.0,100.0,0.0,-72.6,4682.0
26.0,65.2,1022.0,12.7,6.7,418.0,34.4,2130.0,872.1,0.0
22.7,53.1,1049.0,30.6,16.6,0.0,62.1,730.0,308.1,0.0
27.1,65.5,859.0,-68.6,0.0,3712.0,0.0,2360.0,969.6,0.0
19.6,45.4,975.0,-4.5,0.0,881.0,9.0,0.0,-502.4,10571.0
31.5,78.2,824.0,-90.6,0.0,4733.0,0.0,1270.0,538.7,0.0
25.1,59.1,975.0,-9.1,0.0,1314.0,0.0,243.0,117.4,0.0
28.9,72.9,1018.0,8.2,3.5,729.0,27.7,310.0,152.2,0.0
20.6,43.4,854.0,-65.9,0.0,3401.0,0.0,13.0,17.1,0.0
30.7,78.3,1044.0,19.9,10.9,304.0,47.2,2234.0,923.3,0.0
21.1,51.5,1100.0,56.7,33.4,0.0,100.0,2641.0,1069.3,0.0
22.9,54.0,962.0,-12.8,0.0,1364.0,0.0,0.0,-435.5,9041.0
21.8,50.5,1085.0,49.6,29.0,0.0,93.2,0.0,-1674.3,36261.0
26.3,66.8,872.0,-62.3,0.0,3427.0,0.0,1605.0,664.6,0.0
23.2,54.3,900.0,-44.1,0.0,2659.0,0.0,1007.0,421.1,0.0
34.5,89.1,1099.0,43.3,25.6,0.0,85.5,0.0,-452.8,12095.0
26.5,64.5,1098.0,52.2,30.1,0.0,95.5,0.0,-266.6,8330.0
22.7,53.0,970.0,-9.3,0.0,1177.0,1.0,0.0,-655.9,13609.0
34.2,87.5,1015.0,2.7,0.0,1212.0,18.1,0.0,-272.9,6832.0
16.7,37.1,985.0,4.0,2.1,375.0,21.5,3451.0,1380.9,0.0
26.6,63.2,870.0,-61.8,0.0,3390.0,0.0,0.0,-282.0,4095.0
20.2,47.3,813.0,-85.4,0.0,4152.0,0.0,2073.0,840.4,0.0
24.8,60.0,1050.0,29.1,16.1,0.0,58.9,2700.0,1099.5,0.0
20.8,44.4,969.0,-7.1,0.0,995.0,4.5,943.0,386.0,0.0
23.8,57.2,1139.0,73.8,43.6,0.0,100.0,0.0,-954.3,22874.0
19.0,45.2,1100.0,57.5,33.6,0.0,100.0,0.0,-883.8,20722.0
